name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance	superkingdom	kingdom	phylum	class	order	family	genus
Weissella halotolerans	1615	species	24007	16	10	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Weissella kandleri	1616	species	16549	47	28	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Lactobacillus mali	1618	species	14972	2	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Weissella minor	1620	species	17308	21	12	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Lactobacillus murinus	1622	species	54285	38	3	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus ruminis	1623	species	87426	57	4	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus salivarius	1624	species	6824442	19389	6140	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus sanfranciscensis	1625	species	305916	252	40	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Weissella viridescens	1629	species	88876	56	18	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Fructobacillus fructosus	1631	species	81433	42	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus
Lactobacillus oris	1632	species	3271311	2438	1434	2.09644e-08 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus vaginalis	1633	species	152834	57	19	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Listeria	1637	genus	0	499	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria ivanovii	1638	species	150481	1665	66	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria monocytogenes	1639	species	118604673	27007	8005	4.07917e-122 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria seeligeri	1640	species	331040	398	91	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria grayi	1641	species	128483	184	67	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria innocua	1642	species	370256	462	26	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria welshimeri	1643	species	132371	167	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Renibacterium	1645	genus	0	6	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Renibacterium
Renibacterium salmoninarum	1646	species	134022	92	13	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Renibacterium
Erysipelothrix	1647	genus	0	151	0	0.0 	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
Erysipelothrix rhusiopathiae	1648	species	4018407	8245	1108	0.0 	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
Kurthia	1649	genus	0	21	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
Kurthia zopfii	1650	species	23598	23	9	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
Corynebacteriaceae	1653	family	0	722	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	
Actinomyces	1654	genus	0	582	4	0.0 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces naeslundii	1655	species	3273411	3823	412	0.0 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces viscosus	1656	species	44800	27	12	0.0 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinobaculum suis	1657	species	1627	1	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum
Actinomyces israelii	1659	species	59487	14	6	0.0 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces odontolyticus	1660	species	49781	17	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Trueperella pyogenes	1661	species	4937404	5997	1496	5.84697e-07 	Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella
Arthrobacter	1663	genus	0	1152	7	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Arthrobacter globiformis	1665	species	309734	92	34	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Arthrobacter sp.	1667	species	232846	193	19	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Arthrobacter citreus	1670	species	39018	22	16	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Pseudarthrobacter oxydans	1671	species	282051	50	15	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
Arthrobacter ramosus	1672	species	89720	4	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Arthrobacter viscosus	1673	species	8280	7	3	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Pseudarthrobacter polychromogenes	1676	species	23835	2	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
Arthrobacter pascens	1677	species	115974	64	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Bifidobacterium	1678	genus	0	8637	218	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium longum subsp. longum	1679	subspecies	7488528	1489	201	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium adolescentis	1680	species	4534486	7741	1131	9.47217e-08 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium bifidum	1681	species	2384096	3896	130	0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium longum subsp. infantis	1682	subspecies	5179789	2200	586	4.41664e-08 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium angulatum	1683	species	2070653	4150	793	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium asteroides	1684	species	50588	93	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium breve	1685	species	2810799	7485	2410	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium catenulatum	1686	species	28003	69	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium coryneforme	1687	species	1779183	2086	262	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium cuniculi	1688	species	15399	20	6	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium dentium	1689	species	56759	470	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium pseudolongum subsp. globosum	1690	subspecies	49587	122	90	0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium indicum	1691	species	21071	67	7	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium magnum	1692	species	17493	9	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium minimum	1693	species	20078	23	11	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium pseudolongum	1694	species	38448	158	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium longum subsp. suis	1695	subspecies	47678	3	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Brevibacterium	1696	genus	0	249	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Corynebacterium ammoniagenes	1697	species	82078	55	21	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Brevibacterium epidermidis	1698	species	50169	6	4	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Brevibacterium sterolicum	1702	species	2385	1	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Brevibacterium linens	1703	species	8153231	5705	3458	8.39614e-09 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Brevibacterium helvolum	1704	species	7668	6	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Corynebacterium stationis	1705	species	2963700	1637	891	2.30996e-08 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Cellulomonas	1707	genus	0	382	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Cellulomonas fimi	1708	species	46464	204	16	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Cellulomonas biazotea	1709	species	9594	18	10	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Cellulosimicrobium cellulans	1710	species	196761	155	145	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium
Cellulomonas flavigena	1711	species	42918	256	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Cellulomonas uda	1714	species	13700	139	31	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Corynebacterium	1716	genus	1721	2801	212	0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium diphtheriae	1717	species	5105674	1835	892	1.34093e-08 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium glutamicum	1718	species	31081962	4541	1203	5.23098e-09 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium pseudotuberculosis	1719	species	60837337	4022	1081	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium sp.	1720	species	58070	11	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium callunae	1721	species	28911	106	14	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium nephridii	1722	species	6858	2	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium renale	1724	species	20615	16	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium xerosis	1725	species	84645	31	14	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium variabile	1727	species	50910	200	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Eubacterium	1730	genus	0	651	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Peptoclostridium acidaminophilum	1731	species	51992	1583	24	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium
Eubacterium oxidoreducens	1732	species	4437	1	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Holdemanella biformis	1735	species	2276	1	0	0.0 	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
Eubacterium limosum	1736	species	4133067	9641	5956	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Thermodesulfobacterium	1740	genus	0	32	0	0.0 	Bacteria		Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium
Thermodesulfobacterium commune	1741	species	5981	12	0	0.0 	Bacteria		Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium
Propionibacterium	1743	genus	0	176	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
Propionibacterium freudenreichii	1744	species	84378	744	22	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
Propionibacterium acnes	1747	species	20541228	3524	1408	4.66554e-08 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
Acidipropionibacterium acidipropionici	1748	species	10970658	13959	2051	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium
Acidipropionibacterium jensenii	1749	species	58253	66	15	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium
Pseudopropionibacterium propionicum	1750	species	59327	104	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium
Acidipropionibacterium thoenii	1751	species	12394	17	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium
Propionibacterium freudenreichii subsp. shermanii	1752	subspecies	2823980	3040	447	0.0 	Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
Thermoanaerobacter	1754	genus	0	1651	478	0.0 	Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
Thermoanaerobacter ethanolicus	1757	species	27612	12	1	0.0 	Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
Actinobacteria	1760	class	0	21422	738	0.0 	Bacteria		Actinobacteria	Actinobacteria			
Mycobacteriaceae	1762	family	0	579	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	
Mycobacterium	1763	genus	1450	5538	688	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium avium	1764	species	5365703	4489	1604	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium bovis	1765	species	25946631	1308	37	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium fortuitum	1766	species	6418492	2930	430	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium intracellulare	1767	species	417576	1423	24	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium kansasii	1768	species	117260	171	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium leprae	1769	species	6443036	1343	157	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium avium subsp. paratuberculosis	1770	subspecies	14531063	3947	9	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium phlei	1771	species	5328360	4115	2639	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium smegmatis	1772	species	21213121	5732	2379	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium tuberculosis	1773	species	195749285	4049	879	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium chelonae	1774	species	5194478	2811	28	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium cookii	1775	species	8564	6	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium flavescens	1776	species	33171	40	13	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium gastri	1777	species	37606	10	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium gordonae	1778	species	180312	66	15	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium komossense	1779	species	4908	1	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium malmoense	1780	species	30844	10	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium marinum	1781	species	171652	264	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium nonchromogenicum	1782	species	37841	20	4	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium scrofulaceum	1783	species	37994	11	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium simiae	1784	species	5968633	2559	1675	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium sp.	1785	species	349018	53	11	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium sphagni	1786	species	12226	2	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium szulgai	1787	species	38395	25	8	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium terrae	1788	species	36251	9	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium xenopi	1789	species	38175	61	37	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium asiaticum	1790	species	21876	10	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium aurum	1791	species	6030589	3844	2323	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium chitae	1792	species	14747	10	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium fallax	1793	species	14621	9	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium gadium	1794	species	14500	5	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium neoaurum	1795	species	80025	69	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium senegalense	1796	species	34053	6	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium thermoresistibile	1797	species	28091	13	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium triviale	1798	species	26355	14	3	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium aichiense	1799	species	11696	2	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium chubuense	1800	species	11053	77	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium diernhoferi	1801	species	11303	3	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium farcinogenes	1802	species	15122	11	0	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium gilvum	1804	species	78116	197	2	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium microti	1806	species	4311955	1220	5	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium obuense	1807	species	17116	4	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium ulcerans	1809	species	100671	734	1	0.0 	Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
