name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Osteoglossidae	27723	family	0	68	0	0.0
Osteoglossum sp.	27725	species	4228	1	1	0.0
Scleropages	27726	genus	0	104	0	0.0
Aulonocranus dewindti	27731	species	73136	8	7	0.0
Cyathopharynx furcifer	27741	species	39275	22	18	0.0
Ectodus descampsii	27743	species	639214	36	9	0.0
Limnochromis auritus	27749	species	654760	40	19	0.0
Melanochromis	27750	genus	0	2	0	0.0
Melanochromis auratus	27751	species	738710	45	26	0.0
Xenotilapia tenuidentata	27753	species	4359	2	0	0.0
Ophthalmotilapia ventralis	27755	species	126522	12	5	0.0
Pseudotropheus	27760	genus	0	1	0	0.0
Tanganicodus irsacae	27763	species	87527	2	0	0.0
Xenotilapia	27764	genus	0	1	0	0.0
Sphyraenidae	27769	family	0	2	0	0.0
Limanda limanda	27771	species	59844	4	3	0.0
Coregonus	27772	genus	0	1	1	0.0
Coregonus autumnalis	27773	species	22221	2	2	0.0
Trigla lucerna	27776	species	11324	1	1	0.0
Lepisosteus platyrhincus	27777	species	84145	10	1	0.0
Ameiurus nebulosus	27778	species	53066	15	4	0.0
Protopterus dolloi	27779	species	96092	14	9	0.0
Aulonocara hansbaenschi	27781	species	28518	4	1	0.0
Cyphotilapia frontosa	27783	species	66912	1	1	0.0
Eretmochelys	27786	genus	0	2	0	0.0
Eretmochelys imbricata	27787	species	340319	26	1	0.0
Lepidochelys olivacea	27788	species	223241	21	2	0.0
Natator depressus	27790	species	26504	2	1	0.0
Dermochelys coriacea	27794	species	153979	33	15	0.0
Pandeidae	27799	family	0	1	0	0.0
Campanulariidae	27800	family	0	58	0	0.0
Clytia gregaria	27801	species	17153	8	5	0.0
Cyanea	27803	genus	0	2	1	0.0
Cyanea capillata	27804	species	107759	61	42	0.0
Geukensia demissa	27807	species	54670	20	7	0.0
Chlamys islandica	27808	species	20763	18	12	0.0
Cellana	27810	genus	0	3	0	0.0
Cellana tramoserica	27811	species	19042	4	0	0.0
Clausiliidae	27818	family	0	2	0	0.0
Albinaria	27819	genus	0	3	0	0.0
Albinaria turrita	27820	species	7178	17	10	0.0
Ischnochiton australis	27824	species	42896	1	0	0.0
Cooperia	27827	genus	0	1	0	0.0
Cooperia oncophora	27828	species	189486	94	27	0.0
Strongylidae	27830	family	0	95	0	0.0
Heligmonellidae	27833	family	0	95	0	0.0
Nippostrongylus	27834	genus	0	222	0	0.0
Nippostrongylus brasiliensis	27835	species	274323923	113294	69181	0.0
Mermithida	27838	order	0	2	0	0.0
Fasciolopsis buski	27845	species	23530	6	4	0.0
Echinostoma	27847	genus	0	522	0	0.0
Echinostoma caproni	27848	species	757260006	220990	142479	0.0
Plagiorchiida	27871	order	0	795	0	0.0
Dugesia subtentaculata	27890	species	8034	1	1	0.0
Planariidae	27896	family	0	1	0	0.0
Crenobia alpina	27898	species	29635	20	18	0.0
Rhabdocoela	27901	order	0	2	0	0.0
Bothromesostoma personatum	27905	species	3222	1	1	0.0
Siboglinum fiordicum	27908	species	25251	57	32	0.0
Escarpia	27911	genus	0	1	0	0.0
Ridgeia piscesae	27915	species	66059	8	1	0.0
Mnemiopsis leidyi	27923	species	701664	320	213	0.0
Poecilosclerida	27925	order	0	3	0	0.0
Calcarea	27929	class	0	22	0	0.0
Sycon ciliatum	27933	species	224163	130	78	0.0
Sphacelariales	27945	order	0	17	0	0.0
Sphacelariaceae	27946	family	0	1	0	0.0
Sphacelaria	27947	genus	0	4	0	0.0
Syringoderma	27951	genus	0	1	0	0.0
Syringoderma phinneyi	27952	species	15123	4	0	0.0
Taonia atomaria	27954	species	9845	4	0	0.0
Asperococcus bullosus	27957	species	8866	2	0	0.0
Elachista fucicola	27960	species	8278	4	3	0.0
Leathesia difformis	27963	species	20970	1	0	0.0
Colpomenia peregrina	27965	species	132073	117	54	0.0
Scytosiphon	27966	genus	0	2	0	0.0
Scytosiphon lomentaria	27967	species	481335	126	47	0.0
Vairimorpha lymantriae	27968	species	4093	2	1	0.0
Enterocytozoonidae	27970	family	0	7	0	0.0
Enterocytozoon	27971	genus	0	19	0	0.0
Encephalitozoon hellem	27973	species	92814	29	4	0.0
Nosematidae	27974	family	0	21	0	0.0
Nosema	27977	genus	0	39	1	0.0
Nosema bombycis	27978	species	493301	846	282	0.0
Cryptosporidium baileyi	27987	species	156360	55	15	0.0
Sarcocystis fusiformis	27988	species	111811	3	0	0.0
Plasmodium mexicanum	27989	species	15064	62	25	0.0
Plasmodium vivax-like sp.	27990	species	1696	2	0	0.0
Theileria mutans	27991	species	36056	1	0	0.0
Theileria sp.	27992	species	37204	3	1	0.0
Theileriidae	27994	family	0	38	0	0.0
Cytauxzoon felis	27996	species	208785	42	16	0.0
Perkinsida	27998	order	0	58	0	0.0
Perkinsidae	27999	family	0	5	0	0.0
Perkinsus	28000	genus	0	162	0	0.0
Perkinsus sp.	28001	species	6944	4	0	0.0
Hexamita inflata	28002	species	23028	40	22	0.0
Hexamita sp.	28003	species	2609	2	2	0.0
Strigomonas culicis	28005	species	148219	355	181	0.0
Phytomonas sp.	28007	species	16764	19	3	0.0
Choanoflagellida	28009	order	0	80	0	0.0
Diaphanoeca grandis	28014	species	29621	4	2	0.0
Acanthamoeba palestinensis	28015	species	19983	2	2	0.0
Gigartinales	28017	order	0	301	0	0.0
Furcellaria lumbricalis	28020	species	59755	3	1	0.0
Phyllophoraceae	28021	family	0	7	0	0.0
Ahnfeltia	28022	genus	0	2	0	0.0
Ahnfeltia plicata	28023	species	250005	672	401	0.0
Porphyridium sordidum	28024	species	253453	727	444	0.0
Bifidobacterium animalis	28025	species	3970852	4372	2451	3.52125e-08
Bifidobacterium pseudocatenulatum	28026	species	125246	75	6	0.0
Corynebacterium flavescens	28028	species	21872	6	4	0.0
Eubacterium thermomarinus	28029	species	1739	3	2	0.0
Bacillus acidopullulyticus	28030	species	8291	10	7	0.0
Lysinibacillus fusiformis	28031	species	5564650	5776	2716	0.0
Sulfobacillus	28033	genus	0	33	0	0.0
Sulfobacillus thermosulfidooxidans	28034	species	33529	1	1	0.0
Staphylococcus lugdunensis	28035	species	5522594	12840	3778	0.0
Streptococcus mitis	28037	species	6140457	5978	2354	1.51155e-08
Lactobacillus curvatus	28038	species	5977645	5395	1276	4.30622e-07
Lactobacillus leichmannii	28039	species	16471	15	5	0.0
Micromonospora griseorubida	28040	species	80758	29	17	0.0
Saccharopolyspora rectivirgula	28042	species	62571	34	21	0.0
Streptomyces longisporoflavus	28044	species	188376	79	48	0.0
Mycobacterium celatum	28045	species	64096	17	7	0.0
Mycobacterium confluentis	28047	species	7624	2	0	0.0
Acidothermus	28048	genus	0	33	0	0.0
Acidothermus cellulolyticus	28049	species	11467	73	7	0.0
Lachnospira	28050	genus	0	16	0	0.0
Lachnospira multipara	28051	species	954	3	1	0.0
Lachnospira pectinoschiza	28052	species	15282	240	0	0
Micromonosporaceae	28056	family	1497	1720	0	0.0
Heliobacillus	28063	genus	0	5	0	0.0
Heliobacillus mobilis	28064	species	377020	734	495	0.0
Rhodoferax	28065	genus	0	27	0	0.0
Rhodoferax fermentans	28066	species	10866	31	23	0.0
Rubrivivax	28067	genus	0	425	0	0.0
Rubrivivax gelatinosus	28068	species	61512	743	10	0.0
Chlorogloeopsis sp.	28069	species	418	1	0	0.0
Nostoc sp. PCC 7524	28072	species	6642959	126290	36845	4.7e-21
Lyngbya	28073	genus	0	6	0	0.0
Nitrospirillum amazonense	28077	species	19073	1	0	0.0
Campylobacter upsaliensis	28080	species	98714	76	14	0.0
Legionella anisa	28082	species	55114	22	13	0.0
Legionella birminghamensis	28083	species	10999	5	2	0.0
Legionella cherrii	28084	species	11161	8	1	0.0
Legionella cincinnatiensis	28085	species	10665	14	1	0.0
Legionella sainthelensi	28087	species	10500	5	3	0.0
Legionella wadsworthii	28088	species	9065	8	4	0.0
Acinetobacter lwoffii	28090	species	753699	124	34	7.08091e-96
Neisseria weaveri	28091	species	2187511	2480	1764	0.0
Paraburkholderia andropogonis	28092	species	105803	24	1	0.0
Paraburkholderia caryophylli	28094	species	39780	4	1	0.0
Burkholderia gladioli	28095	species	8871959	7109	1154	0.0
Ralstonia syzygii	28097	species	31517	234	0	0.0
Agrobacterium rubi	28099	species	48698	106	33	0.0
Phyllobacterium	28100	genus	0	7	0	0.0
Phyllobacterium myrsinacearum	28101	species	49658	6	2	0.0
Mesorhizobium huakuii	28104	species	95223	129	8	0.0
Sinorhizobium	28105	genus	0	448	5	0.0
Sinorhizobium xinjiangense	28106	species	75996	40	25	0.0
Pseudoalteromonas espejiana	28107	species	30865	2	1	0.0
Alteromonas macleodii	28108	species	9633416	3803	667	0.0
Francisella philomiragia	28110	species	10130724	19888	3276	0.0
Bacteroides eggerthii	28111	species	9280	144	25	0.0
Tannerella forsythia	28112	species	157789	2737	166	0.0
Bacteroides heparinolyticus	28113	species	16683	1	0	0.0
Porphyromonas levii	28114	species	267951	2	0	0.0
Porphyromonas macacae	28115	species	20189	104	28	0.0
Bacteroides ovatus	28116	species	6527842	36726	646	1.08072e-07
Alistipes putredinis	28117	species	7081	220	126	0.0
Odoribacter splanchnicus	28118	species	12902	493	94	0.0
Bacteroides zoogleoformans	28119	species	3483	1	1	0.0
Butyrivibrio sp.	28121	species	3246	4	0	0.0
Fibrobacter intestinalis	28122	species	12607	169	99	9.45585e-06
Porphyromonas asaccharolytica	28123	species	8470	283	5	0.0
Porphyromonas endodontalis	28124	species	55749	82	23	0.0
Prevotella bivia	28125	species	52659	145	30	0.0
Prevotella buccae	28126	species	58571	1551	265	0.0
Prevotella buccalis	28127	species	7498	81	2	1.15304e-05
Prevotella corporis	28128	species	10913	409	237	0.0
Prevotella denticola	28129	species	105748	1645	373	0.0
Prevotella disiens	28130	species	20450	196	89	0.0
Prevotella intermedia	28131	species	6049271	127336	29918	1.14448e-08
Prevotella melaninogenica	28132	species	112763	5857	958	0.0
Prevotella nigrescens	28133	species	135676	13423	105	0.00136974
Prevotella oralis	28134	species	28277	10	0	0.0
Prevotella oris	28135	species	92249	1214	359	0.0
Prevotella oulorum	28136	species	21174	339	137	0.0
Prevotella veroralis	28137	species	16249	588	214	0.0
Cronobacter sakazakii	28141	species	11055269	5720	450	0.0
Salmonella enterica subsp. enterica serovar Derby	28144	leaf	227169	9	8	0.0
Salmonella enterica subsp. enterica serovar Senftenberg	28150	leaf	5321341	1183	853	0.0
Serratia proteamaculans	28151	species	222820	96	3	0.0
Yersinia kristensenii	28152	species	9027722	5339	146	0.0
Bisgaard Taxon 14	28156	species	9678	3	1	0.0
Bisgaard Taxon 3	28158	species	1484	1	0	0.0
Bisgaard Taxon 5	28159	species	5476	5	1	0.0
Bisgaard Taxon 7	28161	species	5169	19	10	0.0
Bisgaard Taxon 8	28162	species	2323	2	0	0.0
Vibrio pelagius	28169	species	80298	71	7	0.0
Vibrio aestuarianus	28171	species	106069	28	14	0.0
Vibrio metschnikovii	28172	species	118880	35	16	0.0
Vibrio nigripulchritudo	28173	species	6579643	3147	2039	0.0
Vibrio ordalii	28174	species	94454	16	1	0.0
Vibrio orientalis	28175	species	32594	4	0	0.0
Candidatus Photodesmus katoptron	28176	species	20057	41	33	0.0
Kryptophanaron alfredi symbiont	28177	species	2644	5	3	0.0
Magnetovibrio blakemorei	28181	species	116031	36	27	0.0
Leptospira noguchii	28182	species	42415	24	2	0.0
Leptospira santarosai	28183	species	78557	125	16	0.0
Leptospira weilii	28184	species	42402	16	3	0.0
Spirochaeta sp.	28185	species	46261	5	0	0.0
Acetohalobium	28186	genus	0	11	0	0.0
Acetohalobium arabaticum	28187	species	1472	49	0	0.0
Capnocytophaga canimorsus	28188	species	254375	613	23	0.0
Capnocytophaga cynodegmi	28189	species	38227	2	0	0.0
Filobacterium rodentium	28192	species	10892	1	1	0.0
Arcobacter	28196	genus	0	187	23	0.0
Arcobacter butzleri	28197	species	215469	1150	270	3.17977e-07
Arcobacter cryaerophilus	28198	species	127815	200	72	0.0
Arcobacter nitrofigilis	28199	species	19132	105	9	0.0
Arcobacter skirrowii	28200	species	28198	30	3	0.0
Chelatococcus	28209	genus	0	188	0	0.0
Chelatococcus asaccharovorans	28210	species	8091	4	0	0.0
Alphaproteobacteria	28211	class	0	8368	5	0.0
Sphingomonas adhaesiva	28212	species	17176	4	1	0.0
Sphingomonas parapaucimobilis	28213	species	11604	1	1	0.0
Sphingomonas sp.	28214	species	121132	17	11	0.0
Betaproteobacteria	28216	class	0	5354	4	0.0
Brachymonas	28219	genus	0	1	0	0.0
Brachymonas denitrificans	28220	species	59057	3	3	0.0
Deltaproteobacteria	28221	class	0	2536	0	0.0
Desulfobacula	28222	genus	0	14	0	0.0
Desulfobacula toluolica	28223	species	0	19	0	0.0
Mesoplasma seiffertii	28224	species	8254	18	2	0.0
Mycoplasma penetrans	28227	species	22395	203	26	0.0
Colwellia	28228	genus	0	171	0	0.0
Colwellia psychrerythraea	28229	species	25004	115	3	0.0
Carnobacterium alterfunditum	28230	species	11605	21	3	0.0
Geobacter	28231	genus	0	1081	3	0.0
Geobacter metallireducens	28232	species	19214	118	1	0.0
Petrotoga	28236	genus	0	9	0	0.0
Petrotoga miotherma	28237	species	7630	6	1	0.0
Caldicellulosiruptor sp. Rt8B.4	28238	species	8170	15	13	0.0
Thermotoga sp.	28240	species	2283	4	4	0.0
secondary symbiont of Acyrthosiphon pisum	28242	leaf	7327	3	0	0.0
unidentified marine eubacterium	28248	species	75409	4	1	0.0
Ornithobacterium	28250	genus	0	19	0	0.0
Ornithobacterium rhinotracheale	28251	species	165832	2244	23	1.8309e-150
Halomonas halodenitrificans	28252	species	42759	8	6	0.0
Marinomonas	28253	genus	0	84	0	0.0
Marinomonas communis	28254	species	23122	4	1	0.0
Halomonadaceae	28256	family	0	1158	0	0.0
Cobetia marina	28258	species	4278493	6013	3974	0.0
Thermodesulfovibrio	28261	genus	0	5	0	0.0
Thermodesulfovibrio yellowstonii	28262	species	13931	57	0	0.0
Arcanobacterium	28263	genus	0	41	0	0.0
Arcanobacterium haemolyticum	28264	species	36615	158	3	0.0
Avian paramyxovirus 4	28274	species	278821	12	1	0.0
Human adenovirus 15	28276	leaf	58378	8	0	0.0
Human adenovirus E4	28280	leaf	307448	37	4	0.0
Human adenovirus 12	28282	leaf	66241	4	0	0.0
Human adenovirus 5	28285	leaf	244434	1	1	0.0
Hyphantria cunea nucleopolyhedrovirus	28288	species	154513	86	34	0.0
Cydia pomonella granulovirus	28289	species	761313	139	26	0.0
Thailand hantavirus	28291	species	10444	1	0	0.0
Sandfly fever Sicilian virus	28292	species	35698	1	1	0.0
Porcine epidemic diarrhea virus	28295	species	14057996	121	37	0.0
Murid herpesvirus 2	28304	species	49968	8	0	0.0
Human papillomavirus type 63	28311	leaf	7320	3	3	0.0
Human papillomavirus type 65	28312	leaf	7261	8	6	0.0
Aleutian mink disease virus	28314	leaf	361751	83	30	0.0
Mycoplana dimorpha	28320	species	10513	11	2	0.0
Amsacta moorei entomopoxvirus	28321	species	130841	1687	964	0.0
Choristoneura fumiferana entomopoxvirus	28322	species	7832	46	12	0.0
Lamb rotavirus	28326	leaf	60087	15	0	0.0
Murine rotavirus	28327	species	304187	19	5	0.0
Human type D retrovirus	28329	leaf	2702	1	0	0.0
Human T-lymphotropic virus 3	28332	leaf	36605	2	0	0.0
Porcine reproductive and respiratory syndrome virus	28344	species	24357381	464	250	0.0
Apple stem grooving virus	28347	species	343032	16	12	0.0
Sweet clover necrotic mosaic virus	28348	species	6717	1	1	0.0
Tomato leaf curl virus	28350	species	109092	11	2	0.0
Strawberry latent ringspot virus	28351	species	35001	1	1	0.0
Bean common mosaic virus strain peanut stripe	28353	leaf	153742	2	1	0.0
Plantago asiatica mosaic virus	28354	species	124965	1	1	0.0
Corynebacterium phage BFK20	28358	species	43751	1	0	0.0
Xanthomonas phage Lf	28365	species	6641	1	0	0.0
Mycobacterium phage D29	28369	species	54930	22	0	0.0
La France disease virus	28373	leaf	10007	10	0	0.0
Soil-borne wheat mosaic virus	28375	species	77267	40	13	0.0
Anolis	28376	genus	0	103	0	0.0
Anolis carolinensis	28377	species	125814881	41729	13069	0.0
Orconectes	28378	genus	0	1	0	0.0
Orconectes limosus	28379	species	48576	36	5	0.0
Sardinops sagax	28381	species	28832	2	1	0.0
Plasmid P4	28398	species	2586	2	0	0.0
Plasmid pFdA	28405	species	2900	1	1	0.0
Plasmid pHG207	28407	species	4517	2	0	0.0
Plasmid pRL1JI	28417	species	225	1	1	0.0
Plasmid pUB112	28424	species	1206	2	0	0.0
Rhacophorus moltrechti	28437	species	9874	17	0	0.0
Haloarcula vallismortis	28442	species	18547	4	1	0.0
Herbidospora	28443	genus	0	7	0	0.0
Herbidospora cretacea	28444	species	29229	74	5	0.0
Mycobacterium intermedium	28445	species	15113	11	2	0.0
[Clostridium] propionicum	28446	species	8769	228	0	0.0
Clavibacter michiganensis	28447	species	70581	1331	23	0.0
Komagataeibacter xylinus	28448	species	180536	120	33	0.0
Neisseria subflava	28449	species	68079	20	5	0.0
Burkholderia pseudomallei	28450	species	135728813	10409	1591	0.0
Leptospira alstonii	28452	species	4516274	3073	1997	0.0
Sphingobacterium	28453	genus	0	157	0	0.0
Sphingobacterium multivorum	28454	species	84537	3	1	0.0
Chlamydomonas frankii	28455	species	11459	13	3	0.0
Chlamydomonas noctigama	28456	species	47248	23	1	0.0
Chlamydomonas sphaeroides	28458	species	27057	7	3	0.0
Chlamydomonas komma	28459	species	9583	12	6	0.0
Chlamydomonas mexicana	28460	species	17970	5	0	0.0
Chlamydomonas peterfii	28462	species	164045	249	136	0.0
Chlamydomonas zebra	28464	species	14073	32	14	0.0
Rhytidiadelphus loreus	28468	species	14641	7	1	0.0
Rhytidiadelphus triquetrus	28469	species	24596	1	1	0.0
Polystichum acrostichoides	28470	species	68747	4	0	0.0
Cymbidium hybrid cultivar	28471	species	25521	7	5	0.0
Epipactis helleborine	28472	species	47508	2	0	0.0
Anchomanes difformis	28473	species	12197	3	0	0.0
Ariopsis peltata	28474	species	15152	2	0	0.0
Symplocarpus foetidus	28477	species	100859	15	3	0.0
Xanthosoma sagittifolium	28478	species	32799	12	8	0.0
Prospero autumnale	28483	species	239828	29	12	0.0
Ledebouria revoluta	28485	species	5549	5	3	0.0
Prospero obtusifolium	28486	species	26933	13	2	0.0
Clermontia kakeana	28488	species	17342	3	1	0.0
Cyananthus lobatus	28490	species	28156	23	12	0.0
Trachelium caeruleum	28494	species	238183	113	43	0.0
Pentaphragma ellipticum	28495	species	11170	1	0	0.0
Sphenoclea zeylanica	28496	species	68545	7	3	0.0
Stylidium graminifolium	28497	species	13190	2	0	0.0
Asarum canadense	28498	species	55347	6	0	0.0
Nicodemia diversifolia	28500	species	6002	5	0	0.0
Cornus kousa	28501	species	53594	14	5	0.0
Amaranthus hypochondriacus	28502	species	333225	301	149	0.0
Sambucus ebulus	28503	species	24020	1	0	0.0
Drypetes roxburghii	28504	species	74873	24	13	0.0
Kopsia fruticosa	28505	species	11331	1	1	0.0
Gentiana procera	28507	species	12007	1	1	0.0
Heliotropium arborescens	28508	species	21382	4	2	0.0
Glechoma hederacea	28509	species	61962	26	7	0.0
Physostegia virginiana	28510	species	8614	1	0	0.0
Pogostemon cablin	28511	species	105072	19	7	0.0
Prostanthera rotundifolia	28512	species	11256	6	0	0.0
Salvia divinorum	28513	species	12617	5	2	0.0
Teucrium fruticans	28514	species	11368	1	0	0.0
Callicarpa dichotoma	28515	species	16849	2	0	0.0
Verbena bonariensis	28516	species	42163	2	0	0.0
Justicia americana	28522	species	22112	6	1	0.0
Ipomoea coccinea	28523	species	29956	2	0	0.0
Hydrolea ovata	28524	species	28785	5	0	0.0
Menyanthes trifoliata	28525	species	77666	11	7	0.0
Solanum pennellii	28526	species	883250364	899281	409678	0.0
Chiococca alba	28527	species	25656	1	0	0.0
Pinus mugo	28528	species	749104	173	34	0.0
Bretschneidera sinensis	28529	species	67133	121	41	0.0
Berzelia lanuginosa	28530	species	20150	3	0	0.0
Capparis hastata	28531	species	4728	2	0	0.0
Tarenaya hassleriana	28532	species	81199623	23535	8401	0.0
Koeberlinia spinosa	28533	species	11742	1	1	0.0
Streptocarpus holstii Engl	28536	species	26300	1	0	0.0
Orthrosanthus	28537	genus	0	2	0	0.0
Anthocleista grandiflora	28539	species	13383	6	0	0.0
Buddleja davidii	28540	species	41052	1	1	0.0
Gelsemium sempervirens	28542	species	51644	5	2	0.0
Mostuea brunonis	28543	species	18425	6	1	0.0
Strychnos nux-vomica	28545	species	32207	3	2	0.0
Reseda alba	28546	species	12171	8	7	0.0
Tovaria pendula	28547	species	13336	9	0	0.0
Sclerotinia trifoliorum	28548	species	102776	23	12	0.0
Priceomyces carsonii	28549	species	15167	6	4	0.0
Schwanniomyces etchellsii	28550	species	43280	123	70	0.0
Debaryomyces udenii	28551	species	12778	3	2	0.0
Debaryomyces robertsiae	28555	species	18480	13	11	0.0
Pleosporaceae	28556	family	0	79	0	0.0
Talaromyces purpureus	28563	species	6120	2	1	0.0
Talaromyces stipitatus	28564	species	58104	192	79	0.0
Trichocomaceae	28568	family	0	30	0	0.0
Talaromyces dendriticus	28571	species	13153	1	1	0.0
Talaromyces funiculosus	28572	species	141438	8	5	0.0
Talaromyces islandicus	28573	species	26824	1	0	0.0
Talaromyces minioluteus	28574	species	64747	13	2	0.0
Tremella globispora	28579	species	15042	1	1	0.0
Allomyces macrogynus	28583	species	84215	106	32	0.0
Drosophila suzukii	28584	species	56447795	15961	4795	0.0
Anastrepha	28585	genus	0	7	0	0.0
Anastrepha ludens	28586	species	123787	64	17	0.0
Anastrepha suspensa	28587	species	157797	106	21	0.0
Bactrocera cucurbitae	28588	species	56882660	39502	12570	0.0
Blepharoneura	28589	genus	0	2	0	0.0
Euleia fratria	28592	species	6351	18	8	0.0
Eurosta cribrata	28594	species	732	6	3	0.0
Gymnocarena mexicana	28598	species	2747	7	1	0.0
Icterica seriata	28600	species	1409	16	1	0.0
Jamesomyia geminata	28602	species	1808	23	16	0.0
Procecidochares	28607	genus	0	6	0	0.0
Procecidochares atra	28608	species	8483	3	1	0.0
Rhagoletis	28609	genus	0	80	3	0.0
Rhagoletis pomonella	28610	species	307870	78	22	0.0
Rhagoletis striatella	28611	species	4633	29	0	0.0
Rhagoletis zephyria	28612	species	73734865	40754	14346	0.0
Strauzia	28613	genus	0	3	0	0.0
Strauzia vittigera	28614	species	18774	15	0	0.0
Terellia ruficauda	28617	species	3719	2	0	0.0
Urophora	28620	genus	0	2	0	0.0
Urophora quadrifasciata	28621	species	9155	9	2	0.0
Zonosemata electa	28623	species	3437	18	8	0.0
Aedes atropalpus	28624	species	56441	16	11	0.0
Tritoxa flexa	28628	species	4806	15	6	0.0
Piophila nigriceps	28631	species	33818	5	0	0.0
Platystomatidae	28632	family	0	10	0	0.0
Pyrgota undata	28637	species	19803	20	3	0.0
Xylocopa virginica	28638	species	29188	11	1	0.0
Tetraponera	28639	genus	0	28	18	0.0
Tetraponera rufonigra	28640	species	21405	44	21	0.0
Bombus	28641	genus	0	1084	57	0.0
Bombus avinoviellus	28642	species	5834	2	2	0.0
Bombus pensylvanicus	28643	species	643302	530	309	0.0
Eufriesea	28644	genus	0	98	2	0.0
Eufriesea caerulescens	28645	species	7065	8	2	0.0
Eulaema	28646	genus	0	8	0	0.0
Eulaema polychroma	28647	species	4896	34	19	0.0
Exoneura	28648	genus	0	4	0	0.0
Exoneura bicolor	28649	species	8776	5	1	0.0
Melipona	28651	genus	0	11	3	0.0
Melipona compressipes	28652	species	2820	4	2	0.0
Scaptotrigona	28655	genus	0	17	0	0.0
Trigona	28657	genus	0	1	0	0.0
Trigona pallens	28659	species	2441	1	0	0.0
Prodoxidae	28660	family	0	2	0	0.0
Greya	28661	genus	0	5	0	0.0
Greya enchrysa	28662	species	10395	51	0	0.0
Greya obscura	28664	species	74693	18	0	0.0
Greya pectinifera	28666	species	672	2	1	0.0
Greya politella	28668	species	89219	11	6	0.0
Greya powelli	28669	species	2368	13	3	0.0
Greya punctiferella	28670	species	3222	4	0	0.0
Greya reticulata	28671	species	687	5	4	0.0
Greya subalba	28672	species	2600	2	2	0.0
Greya suffusca	28673	species	587	19	0	0.0
Greya variabilis	28674	species	2644	4	1	0.0
Prodoxus	28676	genus	0	4	0	0.0
Prodoxus quinquepunctellus	28677	species	61382	17	8	0.0
Tetragma gei	28679	species	3569	1	1	0.0
Anas acuta	28680	species	340305	21	2	0.0
Calidris maritima	28682	species	38376	1	0	0.0
Alcidae	28683	family	0	1	0	0.0
Alca torda	28689	species	59215	1	1	0.0
Alle alle	28691	species	25517	5	4	0.0
Brachyramphus marmoratus	28694	species	38294	4	3	0.0
Synthliboramphus hypoleucus	28709	species	37336	1	0	0.0
Synthliboramphus wumizusume	28710	species	28388	1	1	0.0
Lanius ludovicianus	28713	species	33344	5	3	0.0
Diphyllodes magnificus	28716	species	6573	3	0	0.0
Ptilonorhynchus violaceus	28724	species	132915	2	0	0.0
Corvidae	28725	family	0	72	0	0.0
Cyanocitta cristata	28727	species	21385	1	1	0.0
Tyrannidae	28728	family	0	4	0	0.0
Empidonax	28729	genus	0	1	0	0.0
Macroscelidea	28734	order	0	51	0	0.0
Macroscelididae	28735	family	0	238	0	0.0
Elephantulus	28736	genus	0	192	0	0.0
Elephantulus edwardii	28737	species	45310368	10097	4165	0.0
Cyprinodontiformes	28738	order	0	1065	2	0.0
Cubanichthys pengelleyi	28740	species	9405	1	0	0.0
Cyprinodon	28741	genus	0	246	0	0.0
Cyprinodon rubrofluviatilis	28742	species	27102	1	0	0.0
Cyprinodon variegatus	28743	species	113389277	30324	10412	0.0
Tomeurus gracilis	28754	species	11155	1	1	0.0
Fundulidae	28756	family	0	67	0	0.0
Fundulus parvipinnis	28757	species	27224	1	1	0.0
Xenotoca eiseni	28762	species	69376	11	5	0.0
Zoogoneticus quitzeoensis	28764	species	89155	4	1	0.0
Jenynsia	28766	genus	0	1	0	0.0
Jenynsia lineata	28767	species	15374	1	0	0.0
Nothobranchius	28779	genus	0	191	1	0.0
Cyprinella lutrensis	28791	species	292168	17	14	0.0
Notropis	28793	genus	0	1	0	0.0
Notropis stramineus	28795	species	34922	2	1	0.0
Notropis volucellus	28797	species	53232	2	2	0.0
Notemigonus crysoleucas	28800	species	116813	23	9	0.0
Centropomus ensiferus	28803	species	36748	6	1	0.0
Centropomus mexicanus	28804	species	2617	1	1	0.0
Centropomus parallelus	28805	species	33731	2	2	0.0
Centropomus undecimalis	28806	species	87746	3	2	0.0
Lobochilotes labiatus	28810	species	107070	2	0	0.0
Petrochromis orthognathus	28818	species	21097	2	0	0.0
Placidochromis milomo	28822	species	631858	13	2	0.0
Pelvicachromis pulcher	28827	species	12331	3	2	0.0
Solea	28828	genus	0	1	0	0.0
Solea senegalensis	28829	species	717659	250	129	0.0
Cucumaria miniata	28833	species	26614	6	4	0.0
Nematodirus battus	28839	species	22096	2	0	0.0
Moniezia expansa	28841	species	55226	10	7	0.0
Diphyllobothriidae	28843	family	0	457	0	0.0
Diphyllobothrium	28844	genus	0	255	0	0.0
Diphyllobothrium dendriticum	28845	species	39885	2	1	0.0
Leishmania sp.	28847	species	45486	14	11	0.0
Gelidium coulteri	28849	species	28338	1	0	0.0
Gelidium latifolium	28851	species	19850	1	0	0.0
Gelidium americanum	28854	species	6817	1	1	0.0
Gelidium canariensis	28855	species	4689	2	1	0.0
Gelidium capense	28856	species	7601	1	1	0.0
Capreolia implexa	28865	species	48129	1	1	0.0
Gelidiella acerosa	28867	species	71932	1	1	0.0
Ovine respiratory syncytial virus	28869	species	9424	5	4	0.0
Taterapox virus	28871	species	209362	108	27	0.0
Camelpox virus	28873	species	322859	169	1	0.0
